"","PARPKO_r1","PARPKO_r2","PARPKO_r3","WT_r1","WT_r2","WT_r3"
"Sox10",57,49,87,27,37,69
"Pick1",541,501,1079,604,546,920
"ENSMUSG00000116121",0,0,3,2,5,0
"Slc16a8",4,4,16,18,22,8
"Calcoco1",1489,1378,3505,2190,2042,3949
"ENSMUSG00000116263",0,0,0,0,0,0
"Hoxc4",11,9,23,45,25,73
"Mgat3",458,439,1153,782,747,1066
"ENSMUSG00000115962",0,0,0,0,0,0
"Gm8375",1,1,7,2,0,1
"Mief1",1230,1173,2538,1526,1388,2142
"ENSMUSG00000115798",0,0,0,0,0,0
"Atf4",3318,3294,8797,11023,10513,17014
"Rps19bp1",754,672,1913,1189,1130,2016
"Cacna1i",8,5,12,8,11,8
"Tnrc6b",1003,959,3347,1390,1286,2911
"Mir5113",0,0,0,0,0,0
"Adsl",2181,2043,4265,2833,2722,3523
"ENSMUSG00000058357",8,8,0,3,3,5
"Sgsm3",724,692,1460,1224,1150,1954
"Mrtfa",710,678,2018,862,786,1406
"Gm25131",0,0,0,2,0,0
"ENSMUSG00000116321",1,0,0,1,1,0
"Gm49537",0,0,0,0,0,0
"Mchr1",0,0,0,0,0,0
"Slc25a17",1590,1509,2080,1621,1664,2376
"St13",15739,15096,39242,21357,19653,46757
"Xpnpep3",793,733,2068,840,814,1586
"Dnajb7",2,6,15,8,6,17
"Rbx1",1235,1221,1925,1653,1555,2042
"ENSMUSG00000115917",0,0,0,0,0,0
"ENSMUSG00000091198",0,0,0,3,0,0
"ENSMUSG00000103520",5,8,28,12,7,13
"Ep300",3861,3735,13016,6300,6202,11398
"ENSMUSG00002076492",0,0,0,0,0,0
"Gm22067",0,0,0,0,0,0
"ENSMUSG00000116516",2,1,0,2,0,4
"L3mbtl2",2770,2645,6166,3989,3820,6044
"ENSMUSG00000092325",14,6,1,30,19,60
"Chadl",17,27,46,42,38,74
"Rangap1",6639,6441,11964,8296,8004,11996
"Zc3h7b",2077,1986,6221,3329,3219,6003
"Tef",741,691,1376,628,636,1695
"Tob2",513,490,1216,551,522,821
"Phf5a",1785,1714,2573,2563,2385,2530
"Aco2",5290,5211,11238,7177,6736,11676
"Polr3h",673,647,1032,834,775,754
"Csdc2",64,54,104,18,16,43
"Pmm1",5833,5741,8380,6061,5973,8468
"Gm5805",3,7,10,3,5,12
"Ndufb11b",241,245,618,907,933,1337
"Xrcc6",2864,2778,6157,3616,3365,5234
"Desi1",1423,1442,3014,1859,1778,2946
"Snu13",342,314,608,604,586,785
"ENSMUSG00000116044",0,0,0,0,1,0
"ENSMUSG00000116304",0,0,0,0,0,0
"ENSMUSG00000116406",0,0,0,0,1,0
"4930407I10Rik",0,0,0,0,0,2
"Gm4823",7,3,44,16,11,47
"ENSMUSG00002075328",0,0,0,0,0,0
"Gm17873",4,1,9,0,1,2
"Fbxo4",34,21,20,29,28,26
"Rimoc1",3490,3263,7789,4057,3695,8134
"ENSMUSG00000115206",0,0,0,1,1,0
"Oxct1",1800,1689,4020,2661,2560,5950
"ENSMUSG00000115032",1,1,6,1,4,3
"Mei1",8,11,28,1,5,25
"Plcxd3",1,0,4,0,0,3
"C6",1,0,26,4,1,7
"ENSMUSG00000115259",0,0,0,0,0,0
"Ranbp3l",1,0,8,0,0,0
"Nadk2",1854,1897,3471,2180,2096,3837
"Skp2",2113,2037,4192,2630,2618,3774
"Gm8139",1,0,4,1,1,0
"Ugt3a2",0,0,0,0,0,0
"Ugt3a1",0,0,0,1,1,8
"Lmbrd2",1457,1341,3644,1915,1760,3169
"Gm15383",0,0,0,0,0,0
"Gm15381",0,0,0,0,0,0
"ENSMUSG00002075483",0,0,10,0,0,0
"ENSMUSG00002076146",0,0,0,0,0,0
"Lrrk2",98,110,252,39,26,48
"Gm15382",0,1,0,0,0,0
"Smgc",2,0,0,0,0,0
"Muc19",4,2,8,0,0,1
"Gm18979",7,5,16,9,10,1
"ENSMUSG00000116093",0,0,0,0,0,0
"Gm9568",7,7,63,5,11,23
"Gsdmd",107,108,228,116,134,273
"Mroh6",13,21,97,11,11,28
"Naprt",405,376,766,228,210,292
"Tigd5",27,15,39,28,22,15
"Pycr3",654,581,1101,505,518,689
"Gfus",1147,1099,2131,1482,1378,1927
"Zfp623",380,356,1017,554,490,948
"ENSMUSG00000116120",0,0,0,0,0,0
"Zfp707",191,148,408,275,282,448
"Ccdc166",81,65,257,78,92,169
"Mapk15",105,104,175,104,98,135
"Fam83h",252,256,735,303,281,274
"Iqank1",22,38,60,9,5,10
"ENSMUSG00002076340",0,2,0,0,0,0
"Scrib",3378,3372,7130,4025,3695,6145
"Mir6952",0,0,0,0,0,0
"Puf60",4465,4385,7395,6309,6107,7822
"ENSMUSG00000115332",0,0,0,0,1,2
"Nrbp2",518,455,967,346,350,548
"ENSMUSG00000118671",124,153,430,206,185,304
"BC024139",5,2,7,4,5,10
"ENSMUSG00000116475",0,2,0,0,1,0
"Plec",1324,1350,4035,1846,1846,3118
"ENSMUSG00002075830",0,0,0,0,0,0
"Mir1942",0,0,0,0,0,0
"Parp10",215,199,373,40,39,78
"Grina",896,808,1991,891,872,1836
"Mir6953",0,0,0,0,1,0
"ENSMUSG00002076111",0,0,0,0,0,0
"Spatc1",16,16,51,17,16,67
"Mir3079",0,0,0,0,0,1
"Smpd5",0,0,3,6,13,10
"Oplah",197,208,360,350,335,601
"Exosc4",501,518,742,818,798,657
"Gpaa1",904,831,1481,1270,1263,1204
"Rps6-ps1",5,3,20,6,12,25
"Cyc1",5080,4943,7914,6851,6554,8402
"Sharpin",669,610,1363,955,935,1298
"Maf1",1449,1410,2318,1819,1770,2259
"Hgh1",321,312,527,373,322,255
"Tssk5",2,3,5,7,3,14
"Mir6954",0,0,0,0,0,0
"Fam83a",4,5,12,6,5,19
"9130401M01Rik",596,565,708,606,581,703
"ENSMUSG00000022362",6,4,16,7,5,21
"Gm22299",0,0,0,0,0,0
"Zhx1",130,124,430,274,285,414
"Atad2",3682,3407,11153,4500,4310,9558
"Ntaq1",431,397,714,431,450,570
"Gm23475",0,0,0,0,0,0
"Gm22488",1,3,3,5,7,0
"Fbxo32",75,83,136,30,34,52
"Klhl38",0,2,0,0,0,0
"Anxa13",1,1,0,0,0,0
"ENSMUSG00000115576",0,0,0,0,0,0
"Fam91a1",3334,3236,6480,3862,3621,5866
"Atp6v1c1",2374,2216,5107,3526,3209,5982
"Gm45924",0,0,0,2,1,0
"Baalc",4,5,20,21,15,29
"ENSMUSG00000114994",0,0,0,0,2,0
"ENSMUSG00000115070",16,13,3,25,23,9
"ENSMUSG00000097875",5,5,10,2,2,0
"Fzd6",156,146,264,156,140,134
"ENSMUSG00000115508",0,0,0,0,0,0
"Gm24789",0,0,0,0,0,0
"ENSMUSG00000115841",0,0,2,0,0,0
"Cthrc1",135,146,285,60,51,76
"Slc25a32",729,658,1355,808,747,1141
"Krt86",0,0,0,0,0,0
"ENSMUSG00000116011",0,0,0,0,0,0
"Krt83",1,0,0,0,0,0
"ENSMUSG00000116107",0,0,0,0,0,0
"ENSMUSG00000116188",0,0,0,0,0,0
"Krt85",0,0,0,0,0,0
"Krt84",0,0,0,2,1,1
"Krt82",0,0,0,0,0,0
"Krt90",0,0,0,0,3,1
"ENSMUSG00002075773",0,0,0,0,0,0
"ENSMUSG00002076745",0,0,0,0,0,0
"ENSMUSG00000115035",0,0,0,0,0,0
"ENSMUSG00000115502",0,0,0,0,0,0
"ENSMUSG00000115013",0,0,0,0,0,0
"ENSMUSG00000115397",0,0,7,0,1,0
"ENSMUSG00000114999",4,7,28,3,3,30
"Ccdc152",5,6,20,12,6,20
"ENSMUSG00000115854",0,0,15,1,1,0
"Tmprss6",5,4,11,17,11,33
"Il2rb",1,1,0,7,7,19
"Sstr3",2,1,0,0,0,4
"Rac2",19,25,55,101,89,170
"Kctd17",677,638,1767,1231,1185,2288
"Gm28020",0,0,0,0,1,0
"ENSMUSG00000116314",0,0,2,0,0,0
"ENSMUSG00000116088",0,0,0,0,0,1
"ENSMUSG00000096173",0,0,0,1,0,0
"Chrac1",366,353,500,518,501,659
"Trappc9",717,721,1316,1024,979,1738
"Peg13",49,55,191,35,35,63
"Hoxc13",68,70,200,136,125,394
"Hoxc12",1,3,0,15,15,42
"ENSMUSG00002075590",0,0,0,0,0,0
"ENSMUSG00002075846",0,0,0,0,0,0
"ENSMUSG00002076973",0,0,0,0,0,1
"ENSMUSG00002076870",0,0,0,0,0,0
"Hoxc11",0,0,7,3,1,13
"Hoxc10",3,2,7,8,12,26
"Hoxc5",0,3,0,1,1,7
"Mir196a-2",0,0,0,0,0,0
"Hoxc9",1,5,0,5,2,3
"Hoxc8",9,4,1,2,4,6
"Hoxc6",4,1,27,10,8,18
"Mir615",0,0,0,0,0,0
"ENSMUSG00000100880",0,0,0,0,0,0
"ENSMUSG00000099600",0,0,0,0,0,0
"Ly6e",2390,2240,3838,2343,2284,3698
"Ly6i",0,0,0,0,0,0
"ENSMUSG00000103457",0,0,0,0,0,0
"Ly6a",48,54,52,55,39,19
"ENSMUSG00000101082",0,0,0,1,0,0
"Ly6c1",2,2,11,1,1,1
"Gm5960",0,0,0,0,0,0
"ENSMUSG00000102385",0,0,0,0,0,0
"ENSMUSG00000121082",1,1,3,1,2,9
"Gm10384",0,0,0,1,0,0
"ENSMUSG00000121182",1,2,6,0,1,4
"ENSMUSG00000120390",261,246,349,300,264,343
"ENSMUSG00002076338",0,0,0,0,0,0
"ENSMUSG00000115931",0,0,0,1,0,0
"Tdg-ps",0,2,1,3,1,1
"Gm46525",0,0,0,0,0,0
"Gm46524",0,0,0,0,0,0
"ENSMUSG00002076526",0,0,0,0,0,0
"Cyp2d12",0,1,0,1,2,0
"ENSMUSG00002076408",0,0,0,0,0,0
"Cyp2d33-ps",0,0,0,0,0,0
"ENSMUSG00000116319",0,0,0,0,0,0
"Cyp2d34-ps",0,0,0,0,0,0
"ENSMUSG00002075376",0,0,0,0,0,0
"Cyp2d34",0,0,0,0,0,0
"Cyp2d13",0,0,0,0,0,0
"ENSMUSG00002075413",0,0,0,0,0,0
"Cyp2d35-ps",0,0,0,0,0,0
"Cyp2d36-ps",0,0,0,0,0,0
"Cyp2d39-ps",0,0,0,0,0,0
"ENSMUSG00000116071",0,0,0,0,0,0
"Cyp2d40",0,0,0,0,0,0
"Cyp2d41-ps",0,0,0,0,0,0
"ENSMUSG00002076806",0,0,0,0,0,0
"Cyp2d26",0,1,2,3,1,12
"ENSMUSG00000116280",0,0,0,0,1,0
"Gm7086",0,0,0,0,0,0
"ENSMUSG00000099435",0,0,0,0,0,0
"ENSMUSG00000062543",0,0,0,0,0,0
"ENSMUSG00000093867",0,0,0,0,0,0
"ENSMUSG00000100127",0,0,0,0,0,0
"Apol10c-ps",0,0,0,0,0,0
"ENSMUSG00000116129",0,0,0,0,0,0
"ENSMUSG00000102051",0,0,0,0,0,0
"ENSMUSG00000075517",0,0,0,0,0,0
"Cyp2d38-ps",0,0,0,0,0,0
"ENSMUSG00000072584",0,0,0,1,1,0
"ENSMUSG00000097938",2,0,0,0,0,1
"C1qtnf6",39,35,43,25,21,28
"Selenop",415,386,957,178,157,302
"Senp1",1909,1770,3510,2946,2957,4060
"Gm25668",0,0,0,1,0,0
"Pfkm",1894,1796,2164,1141,1097,1551
"Asb8",592,558,770,529,546,800
"Ccdc184",38,22,65,32,27,57
"Or10ad1c",0,0,0,1,1,0
"Or10ad1",2,3,1,1,1,0
"Or10ad1b",0,0,0,0,0,0
"H1f7",0,3,0,2,0,0
"Zfp641",5,2,14,3,1,0
"Or8s16",0,0,0,0,0,0
"Or8s5",0,0,0,0,0,0
"Or8s2",0,0,0,0,0,0
"ENSMUSG00000116514",0,0,0,0,0,0
"Tomm22",1594,1543,2370,2308,2096,2312
"Josd1",818,740,1496,971,838,1368
"ENSMUSG00000116239",0,1,3,3,0,0
"Gtpbp1",2176,2124,4602,3138,3047,4925
"ENSMUSG00002076066",0,0,0,2,2,0
"Sun2",502,469,1029,862,873,1365
"Dnal4",351,344,775,455,429,709
"Npcd",0,0,0,0,0,0
"Cbx6",1823,1692,4017,2275,2248,3539
"ENSMUSG00000115971",3,4,15,29,14,13
"ENSMUSG00000116283",2,1,0,3,0,2
"ENSMUSG00000115902",3,5,9,10,11,9
"Apobec3",3057,2783,5531,4469,4121,6379
"Cbx7",5741,5494,12861,8128,7768,11866
"Pdgfb",212,219,545,128,111,282
"Mir7213",0,0,0,0,0,0
"Nptxr",247,237,597,259,214,806
"Rpl3",724,675,1477,1013,1045,1144
"Snord83b",11,12,16,25,25,9
"ENSMUSG00002075255",0,0,0,0,0,0
"ENSMUSG00000105167",10,6,22,6,5,6
"Gm24204",0,0,0,0,0,0
"Syngr1",880,785,1753,1166,1149,1771
"Tab1",449,408,915,398,383,854
"Gm25093",0,0,0,0,0,0
"Nudcd1",2355,2270,3793,3130,2840,4518
"Eny2",1253,1178,1923,1621,1534,1707
"Gm22392",0,0,0,0,0,0
"Pkhd1l1",1,2,0,1,1,0
"Sybu",4,7,23,2,0,2
"ENSMUSG00000121576",0,0,0,0,0,0
"Ebag9",360,347,963,273,258,591
"Bop1",3530,3294,6252,5067,5040,5986
"Scx",16,13,56,23,17,25
"Hsf1",987,925,2365,1471,1414,2580
"Dgat1",416,408,800,627,572,693
"ENSMUSG00000116234",0,1,1,0,0,0
"Fbxl6",798,743,1232,1183,1136,1361
"Slc52a2",449,445,653,857,843,930
"Adck5",337,322,810,371,328,579
"ENSMUSG00000116238",13,5,10,11,9,11
"ENSMUSG00000116145",6,5,30,5,5,17
"Cpsf1",3861,3664,6236,4385,4110,6584
"Slc39a4",564,526,1308,1191,1158,2273
"Vps28",1113,1041,2101,1723,1623,3143
"Tonsl",1197,1191,2687,1898,1685,3221
"Kifc2",546,504,1295,663,629,1137
"Foxh1",700,662,1809,768,759,1955
"Ppp1r16a",558,538,850,595,646,878
"Gpt",151,130,251,199,191,258
"Mfsd3",99,115,171,107,81,97
"Recql4",761,717,1470,1214,1059,1400
"Lrrc14",156,146,292,204,176,93
"Lrrc24",0,1,0,5,4,4
"C030006K11Rik",61,60,160,86,79,113
"Arhgap39",654,628,2088,1213,1174,2148
"Zfp251",234,203,442,276,300,407
"ENSMUSG00000116024",0,0,0,0,0,0
"Rpl8",33992,32668,71351,42433,40212,62745
"Zfp647",159,175,590,126,156,231
"ENSMUSG00000115920",0,0,2,0,3,4
"1110038F14Rik",554,615,1244,833,793,1283
"Zftraf1",604,552,815,674,654,999
"Zftraf1.1",276,242,799,404,364,837
"Tmem276",18,17,29,37,34,50
"Phf21b",214,216,631,275,224,551
"Gm4217",13,17,72,29,39,45
"Nup50",3142,3067,7528,4626,4431,6970
"5031439G07Rik",1223,1172,2387,1422,1311,3027
"Mir1249",0,0,0,0,0,0
"ENSMUSG00000108748",0,0,0,0,0,0
"Cacnb3",611,639,1324,646,610,820
"Ddx23",3563,3570,6704,4830,4450,7280
"Rnd1",174,150,260,267,260,269
"Ccdc65",41,39,126,24,26,41
"Fkbp11",564,528,1008,550,497,687
"Arf3",2271,2137,3925,4240,4091,5221
"Wnt10b",0,2,2,0,0,1
"Wnt1",1,0,0,0,0,0
"Ddn",2,5,29,4,5,20
"Prkag1",256,217,481,301,313,579
"Kmt2d",1637,1667,6044,2727,2612,4710
"ENSMUSG00000115980",0,0,0,0,0,0
"ENSMUSG00000116506",0,0,0,0,1,0
"Rhebl1",558,543,1237,632,607,816
"Dhh",10,10,6,7,10,7
"Lmbr1l",579,571,666,701,635,641
"Tuba1b",1167,1065,1200,1401,1379,908
"ENSMUSG00000116358",0,0,0,0,0,0
"ENSMUSG00000116494",2,5,27,1,5,10
"Tuba1a",1609,1545,3193,1501,1433,2149
"Gm8973",1,0,1,1,0,4
"Tuba1c",964,904,1250,1272,1173,1255
"Prph",165,176,437,215,196,685
"Troap",903,866,2089,1377,1354,2298
"Mir6960",0,1,11,1,3,0
"C1ql4",29,41,44,27,25,78
"Dnajc22",111,98,217,134,142,334
"Zfp7",1835,1779,4161,2297,2187,3883
"Commd5",8,8,16,18,12,12
"Cyth4",41,39,109,52,56,96
"Elfn2",17,11,24,12,15,27
"Mfng",327,314,388,397,394,531
"Card10",440,441,938,558,538,1018
"Gm7318",0,0,0,0,1,0
"Cdc42ep1",138,119,274,220,223,426
"Lgals2",2,9,7,1,3,4
"ENSMUSG00000097085",2,1,0,3,0,3
"Gga1",1044,949,2290,1446,1384,2841
"Mir6955",1,0,8,3,2,4
"ENSMUSG00000116069",0,0,0,0,0,0
"Sh3bp1",196,165,519,376,369,936
"Pdxp",308,325,511,398,336,692
"Lgals1",1945,1879,3193,1961,1824,3041
"Atf1",1158,1154,2886,1837,1745,2756
"ENSMUSG00000121144",60,69,95,180,162,285
"Tmprss12",18,13,33,55,47,165
"ENSMUSG00000116182",0,0,0,0,0,0
"Tmt1a",162,140,362,192,177,455
"Tmt1a3",6,8,48,14,10,41
"Methig1",0,0,0,0,1,0
"Tmt1a2",8,7,14,2,5,15
"Higd1c",0,0,0,0,0,0
"Slc11a2",958,891,1771,1395,1368,1395
"Gm5475",1,1,0,1,0,0
"ENSMUSG00002076914",0,1,0,0,0,0
"Letmd1",130,121,196,111,130,149
"Csrnp2",424,412,825,713,704,1065
"Tfcp2",542,522,1161,463,497,1016
"ENSMUSG00000098620",0,1,0,0,1,2
"ENSMUSG00000116180",0,2,1,1,3,1
"Dazap2",1525,1508,3159,1826,1718,3285
"Smagp",415,414,859,433,397,664
"Bin2",474,477,1237,521,507,1293
"Mir6961",0,0,0,0,0,0
"Cela1",56,52,49,36,37,74
"Galnt6",366,347,605,428,371,543
"ENSMUSG00000090062",5,5,0,6,7,12
"ENSMUSG00000115848",2,1,8,2,5,7
"ENSMUSG00000115621",0,0,0,0,1,0
"Grhl2",740,677,1723,1341,1246,2271
"ENSMUSG00000089949",0,1,9,1,3,1
"ENSMUSG00000089811",2,1,2,1,1,1
"Ncald",10,12,16,12,12,16
"ENSMUSG00000101671",0,0,0,0,0,0
"ENSMUSG00002076649",0,0,0,0,0,0
"Gm15941",0,0,0,0,0,0
"ENSMUSG00000084316",0,0,0,0,0,0
"ENSMUSG00000084382",0,0,0,0,0,0
"ENSMUSG00000115095",0,0,0,1,1,0
"Gm24833",0,0,0,0,0,0
"ENSMUSG00000086125",0,0,0,0,0,0
"ENSMUSG00000086313",0,0,0,0,0,0
"Tamalin",688,618,2789,1067,988,4113
"Nr4a1",990,945,2303,1471,1353,2618
"ENSMUSG00000121015",27,33,57,39,31,79
"Atg101",1043,1005,1776,1755,1623,2369
"Smim41",0,0,1,0,0,0
"ENSMUSG00000116395",0,0,0,0,0,0
"Krt80",9,7,14,6,5,16
"Mir1941",0,0,0,0,0,0
"ENSMUSG00000116030",0,0,0,0,0,0
"Krt7",87,84,314,12,16,16
"Krt87",0,0,0,0,0,0
"Krt88",0,1,0,0,0,1
"Krt81",0,0,0,0,0,0
"Adcy8",0,0,6,2,0,2
"ENSMUSG00000072541",0,3,4,2,2,9
"ENSMUSG00000115677",0,0,0,0,0,0
"Asic1",309,313,722,290,285,489
"Smarcd1",3529,3285,7092,3445,3306,5346
"ENSMUSG00000116250",5,6,38,13,11,3
"ENSMUSG00000115938",0,0,2,0,1,1
"Gpd1",11,11,12,11,14,1
"Cox14",429,470,851,725,643,1221
"Cers5",1212,1103,2374,1598,1503,2331
"ENSMUSG00000090406",2,4,0,7,5,2
"Gm25897",1,0,1,1,0,2
"ENSMUSG00000092014",0,1,0,4,1,1
"ENSMUSG00000090500",3,2,0,2,4,1
"ENSMUSG00000115030",0,0,0,0,0,0
"ENSMUSG00000115053",0,0,0,0,0,0
"Mucl1",0,0,0,0,0,0
"ENSMUSG00000116074",0,0,0,0,0,0
"ENSMUSG00000115448",0,3,2,1,1,1
"ENSMUSG00002075939",0,0,0,0,0,0
"Mucl2",0,0,0,0,0,0
"ENSMUSG00000121046",0,0,0,0,0,0
"Khdrbs3",928,818,2140,1060,971,2068
"ENSMUSG00000116092",0,0,0,0,0,0
"Trps1",467,413,1113,663,629,1107
"Mir1907",0,0,0,0,0,0
"Zc3h3",61,63,127,110,112,217
"Eef1d",7039,6987,14222,9373,8858,12230
"Scrt1",0,0,51,3,1,6
"Mb",13,16,17,16,15,39
"Apol6",17,16,32,90,81,62
"Gm24753",0,1,0,1,0,0
"Rbfox2",3013,3019,6201,3517,3340,6116
"ENSMUSG00000116298",0,3,0,3,3,0
"ENSMUSG00000116185",0,1,0,4,2,0
"Gm24056",0,0,0,1,0,0
"ENSMUSG00000116413",0,0,0,1,1,3
"Apol7a",2,4,18,3,6,7
"ENSMUSG00000093458",0,0,0,0,0,0
"Apol9a",0,0,0,0,1,0
"Lgals1-ps2",0,0,0,0,0,0
"Baiap2l2",57,49,85,45,35,62
"Pla2g6",1529,1462,3250,1745,1568,2469
"Maff",202,173,400,242,217,465
"Tmem184b",1658,1536,4160,2200,2071,4806
"Mir1943",0,0,0,0,0,2
"Csnk1e",3211,2951,6552,3464,3280,7822
"ENSMUSG00002076976",0,0,0,0,0,0
"ENSMUSG00000116081",0,0,0,0,0,0
"Kcnj4",103,89,165,101,97,173
"ENSMUSG00000116243",0,0,0,0,0,0
"Kdelr3",339,297,529,853,806,1656
"Ddx17",14289,13565,27090,18066,17259,30601
"Dmc1",324,323,659,353,323,740
"ENSMUSG00002075011",3,0,33,2,1,16
"Cby1",354,298,842,423,379,926
"Rrp7a",652,600,2033,898,884,1544
"Poldip3",3643,3500,7026,6224,6013,9462
"Rnu12",2,0,0,2,0,0
"Cyb5r3",4045,3944,9241,5959,5737,10647
"ENSMUSG00000116338",0,0,0,0,0,0
"A4galt",261,278,524,375,419,738
"ENSMUSG00000116416",1,0,0,0,0,0
"Arfgap3",404,380,996,769,716,1470
"Pacsin2",1458,1377,3212,2085,1974,3358
"Ttll1",575,577,1030,737,726,1124
"ENSMUSG00002075436",0,0,0,0,0,0
"Bik",52,54,82,93,96,141
"Gm46495",1,1,3,2,1,0
"Mcat",499,465,809,563,512,778
"Tspo",178,199,247,191,181,159
"Ttll12",1514,1438,3022,1982,1843,2642
"Rtl6",117,138,371,90,76,205
"Prr5",458,457,823,888,904,1176
"Arhgap8",722,778,2193,1213,1233,2611
"ENSMUSG00000116249",3,0,0,0,1,3
"Bcdin3d",290,298,784,385,381,541
"ENSMUSG00000115863",0,0,0,0,0,0
"Faim2",39,40,44,22,24,21
"ENSMUSG00000096448",1,0,0,0,0,2
"Aqp2",1,3,0,0,3,3
"Aqp5",37,36,44,42,41,87
"Aqp6",30,30,99,38,46,60
"Racgap1",3204,3187,7314,4995,4663,8093
"Gm20957",0,0,0,0,0,0
"Gm6330",0,0,0,0,0,0
"ENSMUSG00000121664",0,0,0,0,0,0
"ENSMUSG00000116210",0,0,0,0,0,0
"1700084J12Rik",0,0,0,0,0,0
"ENSMUSG00000121683",0,0,0,0,1,0
"ENSMUSG00000069996",0,0,0,0,0,0
"Gm41341",0,0,0,0,0,0
"ENSMUSG00000116284",0,0,0,0,0,0
"ENSMUSG00000067596",0,0,0,0,0,0
"Krt74",0,1,0,0,0,0
"Matn2",197,181,337,78,55,103
"Col14a1",1,2,24,5,1,14
"Fam227a",17,17,75,23,19,40
"Kif21a",598,546,1298,282,280,525
"Pou6f1",124,97,224,86,106,151
"Gm9918",136,83,219,134,141,254
"Mfsd5",1075,1031,1577,1490,1353,1387
"ENSMUSG00000116091",0,0,0,0,0,3
"Espl1",4959,4723,9278,6453,6110,9528
"ENSMUSG00000116183",1,1,0,2,0,4
"Pfdn5",1599,1568,4226,1710,1646,3490
"Myg1",916,912,1715,1144,1079,1568
"Aaas",3849,3706,5935,4487,4281,5997
"Sp7",6,4,37,6,6,13
"ENSMUSG00002075874",0,0,0,0,0,0
"Sp1",5309,5128,11904,7308,6829,13015
"Amhr2",124,126,222,215,216,342
"Gm24128",0,0,0,0,0,0
"Prr13",930,892,1764,2213,2116,4134
"Pcbp2",12910,12459,20211,14037,13391,18211
"ENSMUSG00002076508",0,0,0,0,0,0
"Map3k12",807,701,2024,887,826,1706
"ENSMUSG00000071586",3,2,8,2,0,2
"Tarbp2",586,533,689,740,665,589
"Npff",2,8,0,4,11,1
"ENSMUSG00000052414",0,0,0,0,0,0
"Atf7",522,516,1410,812,806,1605
"Gm25141",0,0,0,0,0,0
"ENSMUSG00000036305",0,0,0,0,0,0
"Atp5mc2",78,77,263,105,103,279
"Mir688",0,0,0,0,0,0
"Tmem249",2,0,0,5,0,3
"ENSMUSG00000097150",11,14,14,31,40,32
"Ghr",151,140,326,35,42,76
"Gm22031",0,0,0,0,0,0
"Or8s10",0,0,0,0,0,0
"Gm6979",0,0,0,0,0,1
"Or8s8",0,0,0,0,0,0
"Or5bs2",0,0,0,0,0,0
"Lalba",2,1,0,1,0,0
"Or11m3",0,0,5,0,0,3
"ENSMUSG00000108805",0,0,0,0,0,0
"Kansl2",432,417,744,563,527,530
"Snora34",3,3,0,1,2,0
"Mir1291",5,3,13,4,4,0
"Snora2b",4,4,0,11,5,1
"Ccnt1",2566,2431,5547,3740,3427,5535
"Spmip11",8,5,15,0,5,7
"Adcy6",165,175,343,80,89,220
"ENSMUSG00000100220",0,0,0,0,0,0
"Ly6d",2,0,0,2,0,0
"Ly6g6g",4,0,0,0,2,5
"Ly6k",7,11,10,38,36,77
"Gml",0,0,0,0,0,0
"Gml2",1,0,0,0,1,0
"Cyp11b1",0,0,0,0,0,0
"Cyp11b2",0,0,0,0,0,0
"ENSMUSG00000121612",0,0,0,0,1,0
"ENSMUSG00000099353",0,0,0,0,0,0
"7530416G11Rik",0,0,0,0,0,0
"Wnt7b",303,313,670,315,276,521
"Mirlet7c-2",0,0,0,0,0,0
"Mirlet7b",0,0,0,0,0,0
"Ppara",11,6,28,15,17,17
"Cdpf1",232,256,372,283,271,411
"Pkdrej",2,2,3,4,3,1
"ENSMUSG00000122052",0,0,0,0,0,0
"ENSMUSG00000122081",0,0,0,0,0,0
"ENSMUSG00000122082",0,0,0,0,0,0
"ENSMUSG00000122111",0,0,0,0,0,0
"ENSMUSG00000122115",0,0,0,0,0,0
"AU022754",1,1,0,2,1,3
"ENSMUSG00000122147",0,0,0,0,0,0
"ENSMUSG00000120138",3,4,17,4,5,13
"4930588J15Rik",0,0,0,0,0,0
"D730005E14Rik",1,0,6,2,1,1
"ENSMUSG00000122234",0,0,0,0,0,0
"ENSMUSG00000122257",0,0,0,0,0,0
"Gsdmcl1",0,0,0,0,0,0
"ENSMUSG00000122272",0,0,0,1,1,0
"ENSMUSG00000122276",0,0,0,0,0,0
"ENSMUSG00000122278",0,0,0,0,0,0
"ENSMUSG00000122282",0,0,0,0,0,0
"ENSMUSG00000122286",0,0,0,1,0,1
"Gm30632",2,0,0,0,0,0
"ENSMUSG00000122383",3,3,0,3,1,3
"ENSMUSG00000122403",0,0,0,0,0,0
"ENSMUSG00000122441",3,7,15,34,37,73
"ENSMUSG00000122449",0,0,0,0,0,0
"ENSMUSG00000122450",0,0,0,0,0,0
"ENSMUSG00000122518",0,0,0,0,0,4
"ENSMUSG00000115157",3,2,0,3,2,5
"ENSMUSG00000122555",1,2,8,1,2,1
"ENSMUSG00000115266",0,0,0,0,0,0
"ENSMUSG00000122563",0,1,0,0,0,0
"ENSMUSG00000122571",14,8,32,9,10,18
"4930447A16Rik",0,0,0,0,0,0
"ENSMUSG00000122608",7,12,6,28,22,29
"ENSMUSG00000122623",0,0,0,0,0,0
"ENSMUSG00000122636",0,0,0,0,0,3
"ENSMUSG00000122651",0,0,0,2,2,4
"ENSMUSG00000122659",0,0,0,0,0,0
"ENSMUSG00000122665",0,0,0,0,0,0
"ENSMUSG00000122668",0,0,0,0,0,0
"ENSMUSG00000122748",0,0,0,0,0,0
