"","ph.kmeans.cluster","gene","cluster_label"
"597",4,"POU3F1","hESC_RNA"
"598",4,"FHL3","hESC_RNA"
"599",5,"UTP11","four_cell_RNA"
"600",3,"INPP5B","maternal_1C_2C_RNA"
"601",6,"RRAGC","eight_cell_RNA"
"602",2,"C1orf109","maternal_oocyte_RNA"
"603",4,"NDUFS5","hESC_RNA"
"604",4,"AKIRIN1","hESC_RNA"
"605",5,"NT5C1A","four_cell_RNA"
"606",5,"HPCAL4","four_cell_RNA"
"607",6,"HEYL","eight_cell_RNA"
"608",5,"RHBDL2","four_cell_RNA"
"609",4,"MACF1","hESC_RNA"
"610",4,"KIAA0754","hESC_RNA"
"611",6,"BMP8A","eight_cell_RNA"
"612",3,"PPIEL","maternal_1C_2C_RNA"
"613",6,"MYCBP","eight_cell_RNA"
"614",2,"GJA9-MYCBP","maternal_oocyte_RNA"
"615",3,"GJA9","maternal_1C_2C_RNA"
"616",5,"LOC105378663","four_cell_RNA"
"617",2,"MYCL","maternal_oocyte_RNA"
"618",1,"PABPC4","ICM_RNA"
"619",2,"SNORA55","maternal_oocyte_RNA"
"620",5,"MFSD2A","four_cell_RNA"
"621",1,"TRIT1","ICM_RNA"
"622",2,"PPIE","maternal_oocyte_RNA"
"623",5,"BMP8B","four_cell_RNA"
"624",4,"OXCT2","hESC_RNA"
"625",4,"PPT1","hESC_RNA"
"626",3,"RLF","maternal_1C_2C_RNA"
"627",6,"TMCO2","eight_cell_RNA"
"628",4,"CAP1","hESC_RNA"
"629",2,"ZMPSTE24","maternal_oocyte_RNA"
"630",2,"COL9A2","maternal_oocyte_RNA"
"631",6,"SMAP2","eight_cell_RNA"
"632",3,"ZFP69B","maternal_1C_2C_RNA"
"633",6,"ZFP69","eight_cell_RNA"
"634",4,"RIMS3","hESC_RNA"
"635",4,"KCNQ4","hESC_RNA"
"636",5,"CITED4","four_cell_RNA"
"637",6,"ZNF684","eight_cell_RNA"
"638",3,"EXO5","maternal_1C_2C_RNA"
"639",4,"CTPS1","hESC_RNA"
"640",2,"EDN2","maternal_oocyte_RNA"
"641",2,"HIVEP3","maternal_oocyte_RNA"
"642",3,"NFYC-AS1","maternal_1C_2C_RNA"
"643",5,"NFYC","four_cell_RNA"
"644",6,"MIR30E","eight_cell_RNA"
"645",2,"GUCA2A","maternal_oocyte_RNA"
"646",6,"SLFNL1-AS1","eight_cell_RNA"
"647",3,"SLFNL1","maternal_1C_2C_RNA"
"648",3,"SCMH1","maternal_1C_2C_RNA"
"649",1,"FOXO6","ICM_RNA"
"650",3,"RIMKLA","maternal_1C_2C_RNA"
"651",3,"FOXJ3","maternal_1C_2C_RNA"
"652",2,"TMEM269","maternal_oocyte_RNA"
"653",6,"PPIH","eight_cell_RNA"
"654",2,"CLDN19","maternal_oocyte_RNA"
"655",5,"YBX1","four_cell_RNA"
"656",6,"SVBP","eight_cell_RNA"
"657",5,"ERMAP","four_cell_RNA"
"658",4,"P3H1","hESC_RNA"
"659",4,"SLC2A1-AS1","hESC_RNA"
"660",3,"C1orf50","maternal_1C_2C_RNA"
"661",5,"LOC339539","four_cell_RNA"
"662",4,"SLC2A1","hESC_RNA"
"663",4,"ZNF691","hESC_RNA"
"664",1,"ZMYND12","ICM_RNA"
"665",5,"CCDC30","four_cell_RNA"
"666",2,"PPCS","maternal_oocyte_RNA"
"667",4,"TMEM125","hESC_RNA"
"668",5,"EBNA1BP2","four_cell_RNA"
"669",3,"CFAP57","maternal_1C_2C_RNA"
"670",5,"MPL","four_cell_RNA"
"671",4,"TIE1","hESC_RNA"
"672",1,"C1orf210","ICM_RNA"
"673",1,"CDC20","ICM_RNA"
"674",6,"MED8","eight_cell_RNA"
"675",2,"ELOVL1","maternal_oocyte_RNA"
"676",4,"PTPRF","hESC_RNA"
"677",3,"IPO13","maternal_1C_2C_RNA"
"678",2,"ARTN","maternal_oocyte_RNA"
"679",5,"KDM4A","four_cell_RNA"
"680",6,"KDM4A-AS1","eight_cell_RNA"
"681",3,"SZT2","maternal_1C_2C_RNA"
"682",2,"SZT2-AS1","maternal_oocyte_RNA"
"683",6,"HYI","eight_cell_RNA"
"684",5,"DPH2","four_cell_RNA"
"685",3,"KLF18","maternal_1C_2C_RNA"
"686",4,"B4GALT2","hESC_RNA"
"687",5,"KLF17","four_cell_RNA"
"688",6,"ATP6V0B","eight_cell_RNA"
"689",2,"ST3GAL3","maternal_oocyte_RNA"
"690",5,"LOC101929592","four_cell_RNA"
"691",5,"CCDC24","four_cell_RNA"
"692",3,"SLC6A9","maternal_1C_2C_RNA"
"693",5,"DMAP1","four_cell_RNA"
"694",4,"RNU5D-1","hESC_RNA"
"695",4,"ARMH1","hESC_RNA"
"696",2,"RNU5F-1","maternal_oocyte_RNA"
"697",4,"ERI3","hESC_RNA"
"698",4,"ERI3-IT1","hESC_RNA"
"699",4,"RNF220","hESC_RNA"
"700",6,"TMEM53","eight_cell_RNA"
"701",4,"BEST4","hESC_RNA"
"702",2,"BTBD19","maternal_oocyte_RNA"
"703",4,"PTCH2","hESC_RNA"
"704",6,"PLK3","eight_cell_RNA"
"705",4,"TCTEX1D4","hESC_RNA"
"706",2,"HECTD3","maternal_oocyte_RNA"
"707",6,"EIF2B3","eight_cell_RNA"
"708",5,"LINC01144","four_cell_RNA"
"709",2,"HPDL","maternal_oocyte_RNA"
"710",6,"KIF2C","eight_cell_RNA"
"711",2,"SNORD160","maternal_oocyte_RNA"
"712",2,"ZSWIM5","maternal_oocyte_RNA"
"713",1,"CCDC163","ICM_RNA"
"714",4,"RPS8","hESC_RNA"
"715",5,"SNORD55","four_cell_RNA"
"716",2,"SNORD46","maternal_oocyte_RNA"
"717",2,"SNORD38A","maternal_oocyte_RNA"
"718",1,"SNORD38B","ICM_RNA"
"719",6,"UROD","eight_cell_RNA"
"720",4,"AKR1A1","hESC_RNA"
"721",4,"MUTYH","hESC_RNA"
"722",6,"TESK2","eight_cell_RNA"
"723",2,"TOE1","maternal_oocyte_RNA"
"724",5,"MMACHC","four_cell_RNA"
"725",2,"PRDX1","maternal_oocyte_RNA"
"726",3,"CCDC17","maternal_1C_2C_RNA"
"727",5,"GPBP1L1","four_cell_RNA"
"728",5,"MAST2","four_cell_RNA"
"729",1,"TMEM69","ICM_RNA"
"730",6,"IPP","eight_cell_RNA"
"731",2,"FAAH","maternal_oocyte_RNA"
"732",2,"FAAHP1","maternal_oocyte_RNA"
"733",2,"UQCRH","maternal_oocyte_RNA"
"734",2,"NSUN4","maternal_oocyte_RNA"
"735",5,"RAD54L","four_cell_RNA"
"736",4,"LRRC41","hESC_RNA"
"737",3,"LINC01398","maternal_1C_2C_RNA"
"738",2,"DMBX1","maternal_oocyte_RNA"
"739",6,"TMEM275","eight_cell_RNA"
"740",6,"POMGNT1","eight_cell_RNA"
"741",4,"LURAP1","hESC_RNA"
"742",4,"MOB3C","hESC_RNA"
"743",6,"CYP4B1","eight_cell_RNA"
"744",4,"TEX38","hESC_RNA"
"745",4,"ATPAF1","hESC_RNA"
"746",6,"MKNK1-AS1","eight_cell_RNA"
"747",1,"MKNK1","ICM_RNA"
"748",3,"KNCN","maternal_1C_2C_RNA"
"749",1,"CYP4A11","ICM_RNA"
"750",1,"EFCAB14","ICM_RNA"
"751",6,"CYP4X1","eight_cell_RNA"
"752",3,"CYP4Z1","maternal_1C_2C_RNA"
"753",6,"LINC00853","eight_cell_RNA"
"754",6,"NASP","eight_cell_RNA"
"755",3,"PDZK1IP1","maternal_1C_2C_RNA"
"756",5,"CYP4A22","four_cell_RNA"
"757",1,"TAL1","ICM_RNA"
"758",2,"CMPK1","maternal_oocyte_RNA"
"759",5,"STIL","four_cell_RNA"
"760",3,"SLC5A9","maternal_1C_2C_RNA"
"761",2,"TRABD2B","maternal_oocyte_RNA"
"762",6,"SPATA6","eight_cell_RNA"
"763",5,"DMRTA2","four_cell_RNA"
"764",1,"ELAVL4","ICM_RNA"
"765",3,"CDKN2C","maternal_1C_2C_RNA"
"766",6,"FOXD2","eight_cell_RNA"
"767",3,"FOXE3","maternal_1C_2C_RNA"
"768",3,"FOXD2-AS1","maternal_1C_2C_RNA"
"769",2,"FAF1","maternal_oocyte_RNA"
"770",6,"PIK3R3","eight_cell_RNA"
"771",4,"LOC110117498-PIK3R3","hESC_RNA"
"772",2,"TSPAN1","maternal_oocyte_RNA"
"773",2,"C1orf185","maternal_oocyte_RNA"
"774",5,"LINC01562","four_cell_RNA"
"775",5,"RNF11","four_cell_RNA"
"776",6,"AGBL4","eight_cell_RNA"
"777",4,"BEND5","hESC_RNA"
"778",4,"EPS15","hESC_RNA"
"779",6,"TTC39A","eight_cell_RNA"
"780",5,"TTC39A-AS1","four_cell_RNA"
"781",4,"RAB3B","hESC_RNA"
"782",2,"BTF3L4","maternal_oocyte_RNA"
"783",3,"ZFYVE9","maternal_1C_2C_RNA"
"784",6,"CC2D1B","eight_cell_RNA"
"785",5,"PRPF38A","four_cell_RNA"
"786",4,"GPX7","hESC_RNA"
"787",4,"TUT4","hESC_RNA"
"788",5,"ORC1","four_cell_RNA"
"789",4,"TXNDC12","hESC_RNA"
"790",2,"KTI12","maternal_oocyte_RNA"
"791",4,"SHISAL2A","hESC_RNA"
"792",4,"ZYG11B","hESC_RNA"
"793",4,"COA7","hESC_RNA"
"794",4,"ECHDC2","hESC_RNA"
"795",1,"OSBPL9","ICM_RNA"
"796",2,"NRDC","maternal_oocyte_RNA"
"797",6,"ZYG11A","eight_cell_RNA"
"798",5,"PODN","four_cell_RNA"
"799",6,"SLC1A7","eight_cell_RNA"
"800",1,"MAGOH","ICM_RNA"
"801",4,"LINC01771","hESC_RNA"
"802",3,"SLC25A3P1","maternal_1C_2C_RNA"
"803",5,"LOC100507564","four_cell_RNA"
"804",4,"LRP8","hESC_RNA"
"805",4,"SCP2","hESC_RNA"
"806",4,"CPT2","hESC_RNA"
"807",4,"CZIB","hESC_RNA"
"808",4,"GLIS1","hESC_RNA"
"809",1,"DMRTB1","ICM_RNA"
"810",1,"HSPB11","ICM_RNA"
"811",6,"YIPF1","eight_cell_RNA"
"812",1,"LRRC42","ICM_RNA"
"813",6,"NDC1","eight_cell_RNA"
"814",1,"CDCP2","ICM_RNA"
"815",4,"CYB5RL","hESC_RNA"
"816",4,"TTC22","hESC_RNA"
"817",1,"PARS2","ICM_RNA"
"818",5,"ACOT11","four_cell_RNA"
"819",5,"FAM151A","four_cell_RNA"
"820",1,"LEXM","ICM_RNA"
"821",3,"TMEM61","maternal_1C_2C_RNA"
"822",1,"BSND","ICM_RNA"
"823",4,"PCSK9","hESC_RNA"
"824",4,"DHCR24","hESC_RNA"
"825",3,"LOC100507634","maternal_1C_2C_RNA"
"826",3,"USP24","maternal_1C_2C_RNA"
"827",5,"MROH7","four_cell_RNA"
"828",5,"MROH7-TTC4","four_cell_RNA"
"829",4,"TTC4","hESC_RNA"
"830",6,"MRPL37","eight_cell_RNA"
"831",3,"SSBP3","maternal_1C_2C_RNA"
"832",1,"SSBP3-AS1","ICM_RNA"
"833",1,"TMEM59","ICM_RNA"
"834",5,"TCEANC2","four_cell_RNA"
"835",6,"FYB2","eight_cell_RNA"
"836",2,"PLPP3","maternal_oocyte_RNA"
"837",1,"C8A","ICM_RNA"
"838",5,"C8B","four_cell_RNA"
"839",4,"PRKAA2","hESC_RNA"
"840",2,"TACSTD2","maternal_oocyte_RNA"
"841",2,"OMA1","maternal_oocyte_RNA"
"842",4,"MYSM1","hESC_RNA"
"843",6,"LINC01135","eight_cell_RNA"
"844",4,"JUN","hESC_RNA"
"845",6,"DAB1","eight_cell_RNA"
"846",5,"C1orf87","four_cell_RNA"
"847",1,"LINC01748","ICM_RNA"
"848",4,"CYP2J2","hESC_RNA"
"849",6,"HOOK1","eight_cell_RNA"
"850",1,"LOC101926964","ICM_RNA"
"851",4,"NFIA-AS2","hESC_RNA"
"852",1,"TM2D1","ICM_RNA"
"853",2,"KANK4","maternal_oocyte_RNA"
"854",4,"L1TD1","hESC_RNA"
"855",6,"FGGY","eight_cell_RNA"
"856",5,"NFIA","four_cell_RNA"
"857",4,"PATJ","hESC_RNA"
"858",2,"LINC00466","maternal_oocyte_RNA"
"859",6,"ATG4C","eight_cell_RNA"
"860",5,"MIR6068","four_cell_RNA"
"861",4,"FOXD3-AS1","hESC_RNA"
"862",2,"FOXD3","maternal_oocyte_RNA"
"863",6,"USP1","eight_cell_RNA"
"864",4,"DOCK7","hESC_RNA"
"865",4,"ANGPTL3","hESC_RNA"
"866",1,"UBE2U","ICM_RNA"
"867",4,"ALG6","hESC_RNA"
"868",2,"CACHD1","maternal_oocyte_RNA"
"869",4,"PGM1","hESC_RNA"
"870",6,"EFCAB7","eight_cell_RNA"
"871",2,"DLEU2L","maternal_oocyte_RNA"
"872",4,"ROR1","hESC_RNA"
"873",6,"ITGB3BP","eight_cell_RNA"
"874",2,"AK4","maternal_oocyte_RNA"
"875",3,"DNAJC6","maternal_1C_2C_RNA"
"876",4,"PDE4B","hESC_RNA"
"877",5,"WDR78","four_cell_RNA"
"878",1,"LEPROT","ICM_RNA"
"879",4,"LEPR","hESC_RNA"
"880",2,"MIER1","maternal_oocyte_RNA"
"881",2,"SGIP1","maternal_oocyte_RNA"
"882",1,"TCTEX1D1","ICM_RNA"
"883",2,"INSL5","maternal_oocyte_RNA"
"884",5,"C1orf141","four_cell_RNA"
"885",3,"IL23R","maternal_1C_2C_RNA"
"886",1,"SLC35D1","ICM_RNA"
"887",2,"IL12RB2","maternal_oocyte_RNA"
"888",5,"GADD45A","four_cell_RNA"
"889",4,"SERBP1","hESC_RNA"
"890",3,"RAVER2","maternal_1C_2C_RNA"
"891",3,"JAK1","maternal_1C_2C_RNA"
"892",5,"RPE65","four_cell_RNA"
"893",3,"LINC01707","maternal_1C_2C_RNA"
"894",3,"LINC01758","maternal_1C_2C_RNA"
"895",4,"DEPDC1","hESC_RNA"
"896",4,"DEPDC1-AS1","hESC_RNA"
"897",5,"ANKRD13C","four_cell_RNA"
"898",4,"HHLA3","hESC_RNA"
"899",6,"LRRC40","eight_cell_RNA"
"900",4,"CTH","hESC_RNA"
"901",3,"LRRC7","maternal_1C_2C_RNA"
"902",2,"ZRANB2-AS2","maternal_oocyte_RNA"
"903",5,"LRRIQ3","four_cell_RNA"
"904",5,"LINC01360","four_cell_RNA"
"905",6,"NEGR1","eight_cell_RNA"
"906",5,"SRSF11","four_cell_RNA"
"907",5,"PTGER3","four_cell_RNA"
"908",4,"ZRANB2","hESC_RNA"
"909",3,"ZRANB2-AS1","maternal_1C_2C_RNA"
"910",1,"GNG12","ICM_RNA"
"911",6,"GNG12-AS1","eight_cell_RNA"
"912",3,"WLS","maternal_1C_2C_RNA"
"913",6,"DIRAS3","eight_cell_RNA"
"914",2,"MIR1262","maternal_oocyte_RNA"
"915",1,"ERICH3","ICM_RNA"
"916",1,"FPGT","ICM_RNA"
"917",4,"FPGT-TNNI3K","hESC_RNA"
"918",2,"TNNI3K","maternal_oocyte_RNA"
"919",4,"LRRC53","hESC_RNA"
"920",1,"SLC44A5","ICM_RNA"
"921",6,"LHX8","eight_cell_RNA"
"922",1,"MSH4","ICM_RNA"
"923",2,"ASB17","maternal_oocyte_RNA"
"924",2,"ST6GALNAC3","maternal_oocyte_RNA"
"925",4,"ACADM","hESC_RNA"
"926",6,"DLSTP1","eight_cell_RNA"
"927",6,"AK5","eight_cell_RNA"
"928",3,"ST6GALNAC5","maternal_1C_2C_RNA"
"929",6,"PIGK","eight_cell_RNA"
"930",1,"RABGGTB","ICM_RNA"
"931",2,"SNORD45C","maternal_oocyte_RNA"
"932",2,"SNORD45A","maternal_oocyte_RNA"
"933",2,"SNORD45B","maternal_oocyte_RNA"
"934",5,"ZZZ3","four_cell_RNA"
"935",4,"USP33","hESC_RNA"
"936",6,"CRYZ","eight_cell_RNA"
"937",2,"TYW3","maternal_oocyte_RNA"
"938",2,"MIGA1","maternal_oocyte_RNA"
"939",5,"NEXN-AS1","four_cell_RNA"
"940",4,"NEXN","hESC_RNA"
"941",5,"MGC27382","four_cell_RNA"
"942",5,"PTGFR","four_cell_RNA"
"943",6,"GIPC2","eight_cell_RNA"
"944",1,"IFI44L","ICM_RNA"
"945",4,"ADGRL4","hESC_RNA"
"946",2,"IFI44","maternal_oocyte_RNA"
"947",3,"LINC01362","maternal_1C_2C_RNA"
"948",2,"LINC01361","maternal_oocyte_RNA"
"949",5,"TTLL7","four_cell_RNA"
"950",4,"ADGRL2","hESC_RNA"
"951",2,"SAMD13","maternal_oocyte_RNA"
"952",3,"LOC101927560","maternal_1C_2C_RNA"
"953",4,"FUBP1","hESC_RNA"
"954",1,"DNAJB4","ICM_RNA"
"955",4,"PRKACB","hESC_RNA"
"956",3,"DNASE2B","maternal_1C_2C_RNA"
"957",1,"UOX","ICM_RNA"
"958",1,"LINC01461","ICM_RNA"
"959",2,"LINC01555","maternal_oocyte_RNA"
"960",4,"LPAR3","hESC_RNA"
"961",4,"MCOLN3","hESC_RNA"
"962",1,"SSX2IP","ICM_RNA"
"963",6,"MCOLN2","eight_cell_RNA"
"964",3,"WDR63","maternal_1C_2C_RNA"
"965",5,"RPF1","four_cell_RNA"
"966",6,"GNG5","eight_cell_RNA"
"967",6,"CTBS","eight_cell_RNA"
"968",4,"SYDE2","hESC_RNA"
"969",4,"CCN1","hESC_RNA"
"970",5,"ZNHIT6","four_cell_RNA"
"971",5,"C1orf52","four_cell_RNA"
"972",4,"DDAH1","hESC_RNA"
"973",1,"BCL10","ICM_RNA"
"974",2,"LOC646626","maternal_oocyte_RNA"
"975",1,"COL24A1","ICM_RNA"
"976",2,"CLCA2","maternal_oocyte_RNA"
"977",5,"CLCA1","four_cell_RNA"
"978",1,"ODF2L","ICM_RNA"
"979",2,"CLCA4","maternal_oocyte_RNA"
"980",5,"CLCA4-AS1","four_cell_RNA"
"981",2,"CLCA3P","maternal_oocyte_RNA"
"982",2,"LOC101927844","maternal_oocyte_RNA"
"983",5,"HS2ST1","four_cell_RNA"
"984",6,"LINC01140","eight_cell_RNA"
"985",2,"SELENOF","maternal_oocyte_RNA"
"986",5,"LMO4","four_cell_RNA"
"987",6,"SH3GLB1","eight_cell_RNA"
"988",5,"PKN2","four_cell_RNA"
"989",5,"GBP1","four_cell_RNA"
"990",3,"GBP2","maternal_1C_2C_RNA"
"991",2,"GBP7","maternal_oocyte_RNA"
"992",6,"GBP3","eight_cell_RNA"
"993",6,"GTF2B","eight_cell_RNA"
"994",5,"GBP4","four_cell_RNA"
"995",6,"GBP5","eight_cell_RNA"
"996",4,"GBP1P1","hESC_RNA"
"997",6,"LRRC8C-DT","eight_cell_RNA"
"998",1,"LRRC8C","ICM_RNA"
"999",6,"GBP6","eight_cell_RNA"
"1000",5,"GEMIN8P4","four_cell_RNA"
"1001",4,"KYAT3","hESC_RNA"
"1002",2,"RBMXL1","maternal_oocyte_RNA"
"1003",2,"ZNF326","maternal_oocyte_RNA"
"1004",1,"LRRC8B","ICM_RNA"
"1005",3,"LRRC8D","maternal_1C_2C_RNA"
"1006",6,"BARHL2","eight_cell_RNA"
"1007",5,"LINC02609","four_cell_RNA"
"1008",3,"LINC01763","maternal_1C_2C_RNA"
"1009",6,"HFM1","eight_cell_RNA"
"1010",4,"ZNF644","hESC_RNA"
"1011",6,"KIAA1107","eight_cell_RNA"
"1012",2,"TGFBR3","maternal_oocyte_RNA"
"1013",1,"CDC7","ICM_RNA"
"1014",5,"EPHX4","four_cell_RNA"
"1015",1,"C1orf146","ICM_RNA"
"1016",6,"BTBD8","eight_cell_RNA"
"1017",5,"BRDT","four_cell_RNA"
"1018",2,"SETSIP","maternal_oocyte_RNA"
"1019",6,"GFI1","eight_cell_RNA"
"1020",4,"GLMN","hESC_RNA"
"1021",4,"RPAP2","hESC_RNA"
"1022",4,"CCDC18-AS1","hESC_RNA"
"1023",5,"DR1","four_cell_RNA"
"1024",4,"CCDC18","hESC_RNA"
"1025",4,"MTF2","hESC_RNA"
"1026",5,"TMED5","four_cell_RNA"
"1027",2,"EVI5","maternal_oocyte_RNA"
"1028",4,"FNBP1L","hESC_RNA"
"1029",6,"ABCA4","eight_cell_RNA"
"1030",2,"GCLM","maternal_oocyte_RNA"
"1031",5,"DNTTIP2","four_cell_RNA"
"1032",3,"ARHGAP29","maternal_1C_2C_RNA"
"1033",2,"F3","maternal_oocyte_RNA"
"1034",4,"RPL5","hESC_RNA"
"1035",4,"DIPK1A","hESC_RNA"
"1036",1,"SNORD21","ICM_RNA"
"1037",2,"SNORA66","maternal_oocyte_RNA"
"1038",2,"BCAR3","maternal_oocyte_RNA"
"1039",2,"LOC100129046","maternal_oocyte_RNA"
"1040",4,"MIG7","hESC_RNA"
"1041",6,"ABCD3","eight_cell_RNA"
"1042",5,"LOC729970","four_cell_RNA"
"1043",1,"CNN3","ICM_RNA"
"1044",6,"SLC44A3","eight_cell_RNA"
"1045",2,"SLC44A3-AS1","maternal_oocyte_RNA"
"1046",1,"LINC02607","ICM_RNA"
"1047",6,"ALG14","eight_cell_RNA"
"1048",3,"TMEM56","maternal_1C_2C_RNA"
"1049",1,"TMEM56-RWDD3","ICM_RNA"
"1050",4,"RWDD3","hESC_RNA"
"1051",4,"PLPPR4","hESC_RNA"
"1052",4,"SNX7","hESC_RNA"
"1053",4,"PLPPR5","hESC_RNA"
"1054",2,"LOC100129620","maternal_oocyte_RNA"
"1055",5,"LINC01708","four_cell_RNA"
"1056",2,"AGL","maternal_oocyte_RNA"
"1057",4,"DPYD","hESC_RNA"
"1058",1,"SLC35A3","ICM_RNA"
"1059",2,"MIR137HG","maternal_oocyte_RNA"
"1060",2,"MIR137","maternal_oocyte_RNA"
"1061",6,"PTBP2","eight_cell_RNA"
"1062",5,"PALMD","four_cell_RNA"
"1063",2,"FRRS1","maternal_oocyte_RNA"
"1064",1,"MFSD14A","ICM_RNA"
"1065",1,"SASS6","ICM_RNA"
"1066",1,"GPR88","ICM_RNA"
"1067",4,"TRMT13","hESC_RNA"
"1068",6,"LRRC39","eight_cell_RNA"
"1069",4,"CDC14A","hESC_RNA"
"1070",1,"DBT","ICM_RNA"
"1071",1,"VCAM1","ICM_RNA"
"1072",4,"LOC102606465","hESC_RNA"
"1073",4,"DPH5","hESC_RNA"
"1074",4,"EXTL2","hESC_RNA"
"1075",5,"SLC30A7","four_cell_RNA"
"1076",4,"RTCA-AS1","hESC_RNA"
"1077",4,"RTCA","hESC_RNA"
"1078",6,"S1PR1","eight_cell_RNA"
"1079",4,"COL11A1","hESC_RNA"
"1080",1,"OLFM3","ICM_RNA"
"1081",6,"DNAJA1P5","eight_cell_RNA"
"1082",6,"RNPC3","eight_cell_RNA"
"1083",5,"AMY2B","four_cell_RNA"
"1084",5,"ACTG1P4","four_cell_RNA"
"1085",1,"LINC01677","ICM_RNA"
"1086",4,"PRMT6","hESC_RNA"
"1087",4,"NTNG1","hESC_RNA"
"1088",4,"SLC25A24","hESC_RNA"
"1089",3,"NBPF4","maternal_1C_2C_RNA"
"1090",2,"FAM102B","maternal_oocyte_RNA"
"1091",1,"FNDC7","ICM_RNA"
"1092",1,"HENMT1","ICM_RNA"
"1093",6,"VAV3","eight_cell_RNA"
"1094",2,"AKNAD1","maternal_oocyte_RNA"
"1095",3,"SPATA42","maternal_1C_2C_RNA"
"1096",5,"PRPF38B","four_cell_RNA"
"1097",6,"STXBP3","eight_cell_RNA"
"1098",5,"KIAA1324","four_cell_RNA"
"1099",5,"C1orf194","four_cell_RNA"
"1100",5,"TAF13","four_cell_RNA"
"1101",5,"TMEM167B","four_cell_RNA"
"1102",2,"SCARNA2","maternal_oocyte_RNA"
"1103",3,"GPSM2","maternal_1C_2C_RNA"
"1104",2,"CLCC1","maternal_oocyte_RNA"
"1105",5,"WDR47","four_cell_RNA"
"1106",4,"CELSR2","hESC_RNA"
"1107",6,"MYBPHL","eight_cell_RNA"
"1108",4,"PSRC1","hESC_RNA"
"1109",1,"SYPL2","ICM_RNA"
"1110",4,"ATXN7L2","hESC_RNA"
"1111",6,"SORT1","eight_cell_RNA"
"1112",1,"PSMA5","ICM_RNA"
"1113",4,"SARS","hESC_RNA"
"1114",5,"GPR61","four_cell_RNA"
"1115",5,"CYB561D1","four_cell_RNA"
"1116",6,"AMIGO1","eight_cell_RNA"
"1117",6,"GNAT2","eight_cell_RNA"
"1118",4,"MIR197","hESC_RNA"
"1119",4,"GSTM2","hESC_RNA"
"1120",3,"GSTM5","maternal_1C_2C_RNA"
"1121",5,"GNAI3","four_cell_RNA"
"1122",4,"GSTM4","hESC_RNA"
"1123",3,"AMPD2","maternal_1C_2C_RNA"
"1124",4,"GSTM1","hESC_RNA"
"1125",4,"CSF1","hESC_RNA"
"1126",6,"GSTM3","eight_cell_RNA"
"1127",4,"AHCYL1","hESC_RNA"
"1128",5,"ALX3","four_cell_RNA"
"1129",3,"LINC02586","maternal_1C_2C_RNA"
"1130",3,"RBM15","maternal_1C_2C_RNA"
"1131",3,"SLC6A17","maternal_1C_2C_RNA"
"1132",2,"SLC16A4","maternal_oocyte_RNA"
"1133",6,"STRIP1","eight_cell_RNA"
"1134",5,"KCNC4","four_cell_RNA"
"1135",2,"RBM15-AS1","maternal_oocyte_RNA"
"1136",2,"CYMP-AS1","maternal_oocyte_RNA"
"1137",6,"LAMTOR5","eight_cell_RNA"
"1138",5,"LAMTOR5-AS1","four_cell_RNA"
"1139",4,"PROK1","hESC_RNA"
"1140",1,"KCNA3","ICM_RNA"
"1141",2,"KCNA10","maternal_oocyte_RNA"
"1142",2,"CD53","maternal_oocyte_RNA"
"1143",5,"LRIF1","four_cell_RNA"
"1144",3,"KCNA2","maternal_1C_2C_RNA"
"1145",4,"DENND2D","hESC_RNA"
"1146",4,"WDR77","hESC_RNA"
"1147",4,"PIFO","hESC_RNA"
"1148",2,"OVGP1","maternal_oocyte_RNA"
"1149",6,"PGCP1","eight_cell_RNA"
"1150",2,"CHI3L2","maternal_oocyte_RNA"
"1151",1,"CHIA","ICM_RNA"
"1152",5,"C1orf162","four_cell_RNA"
"1153",4,"ATP5PB","hESC_RNA"
"1154",3,"TMIGD3","maternal_1C_2C_RNA"
"1155",2,"ADORA3","maternal_oocyte_RNA"
"1156",2,"LINC01160","maternal_oocyte_RNA"
"1157",2,"DRAM2","maternal_oocyte_RNA"
"1158",1,"CEPT1","ICM_RNA"
"1159",2,"LINC01750","maternal_oocyte_RNA"
"1160",5,"DDX20","four_cell_RNA"
"1161",5,"LOC107985184","four_cell_RNA"
"1162",2,"RAP1A","maternal_oocyte_RNA"
"1163",4,"INKA2","hESC_RNA"
"1164",4,"INKA2-AS1","hESC_RNA"
"1165",4,"LOC101928718","hESC_RNA"
"1166",3,"CTTNBP2NL","maternal_1C_2C_RNA"
"1167",2,"KCND3","maternal_oocyte_RNA"
"1168",1,"KCND3-AS1","ICM_RNA"
"1169",4,"CAPZA1","hESC_RNA"
"1170",4,"PPM1J","hESC_RNA"
"1171",5,"TAFA3","four_cell_RNA"
"1172",4,"MOV10","hESC_RNA"
"1173",2,"RHOC","maternal_oocyte_RNA"
"1174",6,"WNT2B","eight_cell_RNA"
"1175",6,"ST7L","eight_cell_RNA"
"1176",2,"LINC01356","maternal_oocyte_RNA"
"1177",5,"LOC100996251","four_cell_RNA"
"1178",2,"MAGI3","maternal_oocyte_RNA"
"1179",4,"SLC16A1-AS1","hESC_RNA"
"1180",5,"SLC16A1","four_cell_RNA"
"1181",2,"AKR7A2P1","maternal_oocyte_RNA"
"1182",5,"LRIG2","four_cell_RNA"
"1183",4,"SYT6","hESC_RNA"
"1184",2,"RSBN1","maternal_oocyte_RNA"
"1185",5,"HIPK1-AS1","four_cell_RNA"
"1186",5,"HIPK1","four_cell_RNA"
